last_change_date_time,resource_type,resource_status,resource,campaign,ad_group
2026-08-05 09:49:54.913295,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/189439742810~800284930731,customers/3599116618/campaigns/23647458423,customers/3599116618/adGroups/189439742810
2026-08-05 09:49:54.913295,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/189439742810~800396048096,customers/3599116618/campaigns/23647458423,customers/3599116618/adGroups/189439742810
2026-08-05 09:49:54.913295,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/191608756741~801953163008,customers/3599116618/campaigns/23647458423,customers/3599116618/adGroups/191608756741
2026-08-05 09:49:54.913295,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/191608756741~802425354675,customers/3599116618/campaigns/23647458423,customers/3599116618/adGroups/191608756741
2026-08-05 09:49:54.913295,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/194910338075~800279948591,customers/3599116618/campaigns/23647458423,customers/3599116618/adGroups/194910338075
2026-08-05 09:49:54.913295,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/195360456899~804259875833,customers/3599116618/campaigns/23647458423,customers/3599116618/adGroups/195360456899
2026-08-05 09:49:54.913295,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/195360456899~804328288248,customers/3599116618/campaigns/23647458423,customers/3599116618/adGroups/195360456899
2026-08-05 09:49:54.670815,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/194910338075~800202991438,customers/3599116618/campaigns/23647458423,customers/3599116618/adGroups/194910338075
2026-08-05 09:49:54.670815,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/194306894156~800203556290,customers/3599116618/campaigns/23653110143,customers/3599116618/adGroups/194306894156
2026-08-05 09:49:54.670815,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/194306894156~800203556548,customers/3599116618/campaigns/23653110143,customers/3599116618/adGroups/194306894156
2026-08-05 09:49:54.670815,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/194306894316~800203282306,customers/3599116618/campaigns/23653110143,customers/3599116618/adGroups/194306894316
2026-08-05 09:49:54.670815,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/194306894316~800203556308,customers/3599116618/campaigns/23653110143,customers/3599116618/adGroups/194306894316
2026-08-05 09:49:54.670815,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/197282610867~800203964335,customers/3599116618/campaigns/23657752699,customers/3599116618/adGroups/197282610867
2026-08-05 09:49:54.670815,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/197282610867~800205468892,customers/3599116618/campaigns/23657752699,customers/3599116618/adGroups/197282610867
2026-08-05 09:49:54.670815,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/197282610867~800205468895,customers/3599116618/campaigns/23657752699,customers/3599116618/adGroups/197282610867
2026-08-05 09:49:54.404303,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/194910338075~800192636344,customers/3599116618/campaigns/23647458423,customers/3599116618/adGroups/194910338075
2026-08-05 09:49:54.404303,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/194910338075~800192636623,customers/3599116618/campaigns/23647458423,customers/3599116618/adGroups/194910338075
