keyword_text,match_type,campaign_name,ad_group_name,campaign_id,ad_group_id,criterion_id,flag_type,flag_severity,flag_detail,impressions,clicks,cost,primary_conversions,primary_cpa,effective_conversions,effective_cpa,effective_roas,break_even_cpa,break_even_roas,primary_kpi,is_core_term,quality_score,campaign_bidding_strategy_type,campaign_target_cpa,campaign_target_roas,efficiency_severity_tier,efficiency_severity_label,efficiency_severity_ratio,efficiency_impact,excess_spend,missing_conversion_value
montage elektriker temporär,EXACT,EX | 26 | CH | SEARCH | LEAD | Elektroinstallateur,AG | RSA | Elektroinstallateur,23369525700,190690911095,1063019851674,LOW_PERFORMER,Medium,"1 impressions, 0 clicks in evaluation period",1,0,0.00,0.00,,0.00,,,75.00,,cpa,false,,MAXIMIZE_CONVERSIONS,45.65,0.00,,,,,,
electrician jobs switzerland,EXACT,EX | 26 | CH | SEARCH | LEAD | Elektroinstallateur,AG | RSA | Elektroinstallateur,23369525700,190690911095,1066748893805,LOW_PERFORMER,Medium,"4 impressions, 0 clicks in evaluation period",4,0,0.00,0.00,,0.00,,,75.00,,cpa,true,5,MAXIMIZE_CONVERSIONS,45.65,0.00,,,,,,
electrician jobs switzerland,EXACT,EX | 26 | CH | SEARCH | LEAD | Elektroinstallateur,AG | RSA | Elektroinstallateur,23369525700,190690911095,1066748893805,TIER_DEGRADED,Medium,electrician jobs switzerland shifted from INSUFFICIENT_DATA to LOW_PERFORMER,4,0,0.00,0.00,,0.00,,,75.00,,cpa,true,5,MAXIMIZE_CONVERSIONS,45.65,0.00,,,,,,
electrician jobs switzerland,PHRASE,EX | 26 | CH | SEARCH | LEAD | Elektroinstallateur,AG | RSA | Elektroinstallateur,23369525700,190690911095,1232436323910,LOW_PERFORMER,Medium,"3 impressions, 0 clicks in evaluation period",3,0,0.00,0.00,,0.00,,,75.00,,cpa,true,5,MAXIMIZE_CONVERSIONS,45.65,0.00,,,,,,
flachdachisoleur jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Abdichter,AG | RSA | Abdichter,23473547006,191108771999,303635393411,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,147.81,0.00,,,,,,
flachdachisoleur jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Abdichter,AG | RSA | Abdichter,23473547006,191108771999,303635393411,TIER_DEGRADED,Medium,flachdachisoleur jobs shifted from INSUFFICIENT_DATA to ZOMBIE,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,147.81,0.00,,,,,,
isoleur jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Abdichter,AG | RSA | Abdichter,23473547006,191108771999,305326914697,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,2,MAXIMIZE_CONVERSIONS,147.81,0.00,,,,,,
abdichtung jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Abdichter,AG | RSA | Abdichter,23473547006,191108771999,376526791570,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,147.81,0.00,,,,,,
abdichter efz,EXACT,EX | 26 | CH | SEARCH | LEAD | Abdichter,AG | RSA | Abdichter,23473547006,191108771999,1427214547402,LOW_PERFORMER,Medium,"5 impressions, 0 clicks in evaluation period",5,0,0.00,0.00,,0.00,,,75.00,,cpa,true,2,MAXIMIZE_CONVERSIONS,147.81,0.00,,,,,,
dachdeckerarbeit,PHRASE,EX | 26 | CH | SEARCH | LEAD | Dachdecker,AG | RSA | Dachdecker,6496821254,191152991225,361642294270,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,25.98,0.00,,,,,,
carpenter jobs in switzerland,EXACT,EX | 26 | CH | SEARCH | LEAD | Dachdecker,AG | RSA | Dachdecker,6496821254,191152991225,364881418790,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,25.98,0.00,,,,,,
carpenter jobs in switzerland,EXACT,EX | 26 | CH | SEARCH | LEAD | Dachdecker,AG | RSA | Dachdecker,6496821254,191152991225,364881418790,TIER_DEGRADED,Medium,carpenter jobs in switzerland shifted from LOW_PERFORMER to ZOMBIE,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,25.98,0.00,,,,,,
dachdecker flachdach jobs,PHRASE,EX | 26 | CH | SEARCH | LEAD | Dachdecker,AG | RSA | Dachdecker,6496821254,191152991225,668053509543,LOW_PERFORMER,Medium,"1 impressions, 0 clicks in evaluation period",1,0,0.00,0.00,,0.00,,,75.00,,cpa,true,3,MAXIMIZE_CONVERSIONS,25.98,0.00,,,,,,
dachdecker efz,EXACT,EX | 26 | CH | SEARCH | LEAD | Dachdecker,AG | RSA | Dachdecker,6496821254,191152991225,958142388946,LOW_PERFORMER,Medium,"1 impressions, 0 clicks in evaluation period",1,0,0.00,0.00,,0.00,,,75.00,,cpa,true,6,MAXIMIZE_CONVERSIONS,25.98,0.00,,,,,,
temporär Flachdach,BROAD,EX | 26 | CH | SEARCH | LEAD | Dachdecker,AG | RSA | Dachdecker,6496821254,191152991225,2462033038294,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,false,,MAXIMIZE_CONVERSIONS,25.98,0.00,,,,,,
arbeiter Dachdecker,BROAD,EX | 26 | CH | SEARCH | LEAD | Dachdecker,AG | RSA | Dachdecker,6496821254,191152991225,2462033038534,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,25.98,0.00,,,,,,
steel job,PHRASE,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer KW Testing,15347327648,191429218741,1279249759,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,79.90,0.00,,,,,,
metallbauer jobs bern,EXACT,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer KW Testing,15347327648,191429218741,327354285118,LOW_PERFORMER,Medium,"6 impressions, 0 clicks in evaluation period",6,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,79.90,0.00,,,,,,
offene stellen metallbauer,EXACT,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer KW Testing,15347327648,191429218741,336421229924,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,79.90,0.00,,,,,,
arbeit metallbau,PHRASE,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer KW Testing,15347327648,191429218741,355904095337,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,5,MAXIMIZE_CONVERSIONS,79.90,0.00,,,,,,
arbeit metallbau,PHRASE,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer KW Testing,15347327648,191429218741,355904095337,TIER_DEGRADED,Medium,arbeit metallbau shifted from LOW_PERFORMER to ZOMBIE,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,5,MAXIMIZE_CONVERSIONS,79.90,0.00,,,,,,
metallbau monteur,EXACT,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer KW Testing,15347327648,191429218741,387240862734,LOW_PERFORMER,Medium,"3 impressions, 0 clicks in evaluation period",3,0,0.00,0.00,,0.00,,,75.00,,cpa,false,5,MAXIMIZE_CONVERSIONS,79.90,0.00,,,,,,
ironworkers working,PHRASE,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer KW Testing,15347327648,191429218741,783474776124,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,false,,MAXIMIZE_CONVERSIONS,79.90,0.00,,,,,,
metallbauer efz,EXACT,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer KW Testing,15347327648,191429218741,1463525312540,LOW_PERFORMER,Medium,"2 impressions, 0 clicks in evaluation period",2,0,0.00,0.00,,0.00,,,75.00,,cpa,true,3,MAXIMIZE_CONVERSIONS,79.90,0.00,,,,,,
stahl arbeit,PHRASE,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer KW Testing,15347327648,191429218741,2324174647864,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,3,MAXIMIZE_CONVERSIONS,79.90,0.00,,,,,,
zimmerer job,EXACT,EX | 25 | CH | SEARCH | LEAD | Zimmermann,AG | RSA | Zimmermann,23468591016,191553934309,4778905179,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,75.50,0.00,,,,,,
zimmerer job,EXACT,EX | 25 | CH | SEARCH | LEAD | Zimmermann,AG | RSA | Zimmermann,23468591016,191553934309,4778905179,TIER_DEGRADED,Medium,zimmerer job shifted from LOW_PERFORMER to ZOMBIE,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,75.50,0.00,,,,,,
zimmerer stellenangebote,PHRASE,EX | 25 | CH | SEARCH | LEAD | Zimmermann,AG | RSA | Zimmermann,23468591016,191553934309,325929135078,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,75.50,0.00,,,,,,
zimmerer stellenangebote,PHRASE,EX | 25 | CH | SEARCH | LEAD | Zimmermann,AG | RSA | Zimmermann,23468591016,191553934309,325929135078,TIER_DEGRADED,Medium,zimmerer stellenangebote shifted from INSUFFICIENT_DATA to ZOMBIE,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,75.50,0.00,,,,,,
zimmermann stellen,BROAD,EX | 25 | CH | SEARCH | LEAD | Zimmermann,AG | RSA | Zimmermann,23468591016,191553934309,370943126124,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,5,MAXIMIZE_CONVERSIONS,75.50,0.00,,,,,,
job als zimmermann,PHRASE,EX | 25 | CH | SEARCH | LEAD | Zimmermann,AG | RSA | Zimmermann,23468591016,191553934309,423073931757,LOW_PERFORMER,Medium,"2 impressions, 0 clicks in evaluation period",2,0,0.00,0.00,,0.00,,,75.00,,cpa,true,4,MAXIMIZE_CONVERSIONS,75.50,0.00,,,,,,
stelle als zimmermann,PHRASE,EX | 25 | CH | SEARCH | LEAD | Zimmermann,AG | RSA | Zimmermann,23468591016,191553934309,833287141406,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,75.50,0.00,,,,,,
zimmermann temporär,PHRASE,EX | 25 | CH | SEARCH | LEAD | Zimmermann,AG | RSA | Zimmermann,23468591016,191553934309,1463173858027,LOW_PERFORMER,Medium,"1 impressions, 0 clicks in evaluation period",1,0,0.00,0.00,,0.00,,,75.00,,cpa,false,8,MAXIMIZE_CONVERSIONS,75.50,0.00,,,,,,
zimmermann temporär,PHRASE,EX | 25 | CH | SEARCH | LEAD | Zimmermann,AG | RSA | Zimmermann,23468591016,191553934309,1463173858027,TIER_DEGRADED,Medium,zimmermann temporär shifted from INSUFFICIENT_DATA to LOW_PERFORMER,1,0,0.00,0.00,,0.00,,,75.00,,cpa,false,8,MAXIMIZE_CONVERSIONS,75.50,0.00,,,,,,
zimmermann efz,PHRASE,EX | 25 | CH | SEARCH | LEAD | Zimmermann,AG | RSA | Zimmermann,23468591016,191553934309,1463785965289,LOW_PERFORMER,Medium,"1 impressions, 0 clicks in evaluation period",1,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,75.50,0.00,,,,,,
cnc fräser jobs,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,304435562818,LOW_PERFORMER,Medium,"1 impressions, 0 clicks in evaluation period",1,0,0.00,0.00,,0.00,,,75.00,,cpa,true,5,MAXIMIZE_CONVERSIONS,113.95,0.00,,,,,,
schweiz polymechaniker,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,306658332149,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,113.95,0.00,,,,,,
polymechaniker jobs schweiz,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,307788425175,LOW_PERFORMER,Medium,"25 impressions, 0 clicks in evaluation period",25,0,0.00,0.00,,0.00,,,75.00,,cpa,true,3,MAXIMIZE_CONVERSIONS,113.95,0.00,,,,,,
polymechaniker schweiz jobs,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,307788425735,LOW_PERFORMER,Medium,"9 impressions, 0 clicks in evaluation period",9,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,113.95,0.00,,,,,,
polymechaniker montage jobs,EXACT,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,308156916617,LOW_PERFORMER,Medium,"3 impressions, 0 clicks in evaluation period",3,0,0.00,0.00,,0.00,,,75.00,,cpa,true,5,MAXIMIZE_CONVERSIONS,113.95,0.00,,,,,,
polymechaniker offene stellen,EXACT,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,334991226894,LOW_PERFORMER,Medium,"40 impressions, 0 clicks in evaluation period",40,0,0.00,0.00,,0.00,,,75.00,,cpa,true,5,MAXIMIZE_CONVERSIONS,113.95,0.00,,,,,,
polymechaniker basel,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,354015075080,LOW_PERFORMER,Medium,"2 impressions, 0 clicks in evaluation period",2,0,0.00,0.00,,0.00,,,75.00,,cpa,false,7,MAXIMIZE_CONVERSIONS,113.95,0.00,,,,,,
cnc fräser stellen,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,358975880365,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,113.95,0.00,,,,,,
polymechaniker cnc,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,470415828660,LOW_PERFORMER,Medium,"6 impressions, 0 clicks in evaluation period",6,0,0.00,0.00,,0.00,,,75.00,,cpa,false,5,MAXIMIZE_CONVERSIONS,113.95,0.00,,,,,,
polymechaniker cnc,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,470415828660,TIER_DEGRADED,Medium,polymechaniker cnc shifted from INSUFFICIENT_DATA to LOW_PERFORMER,6,0,0.00,0.00,,0.00,,,75.00,,cpa,false,5,MAXIMIZE_CONVERSIONS,113.95,0.00,,,,,,
polymechaniker aargau,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,666802741349,LOW_PERFORMER,Medium,"4 impressions, 0 clicks in evaluation period",4,0,0.00,0.00,,0.00,,,75.00,,cpa,false,3,MAXIMIZE_CONVERSIONS,113.95,0.00,,,,,,
polymechaniker jobs schaffhausen,PHRASE,EX | 25 | CH | SEARCH | LEAD | Polymechaniker,AG | RSA | Polymechaniker | KW Testing,20702215351,191651580382,2470583520867,LOW_PERFORMER,Medium,"2 impressions, 0 clicks in evaluation period",2,0,0.00,0.00,,0.00,,,75.00,,cpa,true,5,MAXIMIZE_CONVERSIONS,113.95,0.00,,,,,,
forklift jobs,PHRASE,EX | 26 | CH | SEARCH | LEAD | Baumaschinenführer,AG | RSA | Baumaschinenführer,23473551299,191930702636,669705312,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,85.18,0.00,,,,,,
baumaschinenführer jobs schweiz,BROAD,EX | 26 | CH | SEARCH | LEAD | Baumaschinenführer,AG | RSA | Baumaschinenführer,23473551299,191930702636,303466263761,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,85.18,0.00,,,,,,
maschinist job,BROAD,EX | 26 | CH | SEARCH | LEAD | Baumaschinenführer,AG | RSA | Baumaschinenführer,23473551299,191930702636,304335009081,LOW_PERFORMER,Medium,"3 impressions, 0 clicks in evaluation period",3,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,85.18,0.00,,,,,,
maschinist job,BROAD,EX | 26 | CH | SEARCH | LEAD | Baumaschinenführer,AG | RSA | Baumaschinenführer,23473551299,191930702636,304335009081,TIER_DEGRADED,Medium,maschinist job shifted from INSUFFICIENT_DATA to LOW_PERFORMER,3,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,85.18,0.00,,,,,,
baumaschinenführer schweiz,BROAD,EX | 26 | CH | SEARCH | LEAD | Baumaschinenführer,AG | RSA | Baumaschinenführer,23473551299,191930702636,313815677242,LOW_PERFORMER,Medium,"1 impressions, 0 clicks in evaluation period",1,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,85.18,0.00,,,,,,
baumaschinenführer stellen,BROAD,EX | 26 | CH | SEARCH | LEAD | Baumaschinenführer,AG | RSA | Baumaschinenführer,23473551299,191930702636,314810564129,LOW_PERFORMER,Medium,"24 impressions, 0 clicks in evaluation period",24,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,85.18,0.00,,,,,,
baumaschinenführer stellen,BROAD,EX | 26 | CH | SEARCH | LEAD | Baumaschinenführer,AG | RSA | Baumaschinenführer,23473551299,191930702636,314810564129,TIER_DEGRADED,Medium,baumaschinenführer stellen shifted from INSUFFICIENT_DATA to LOW_PERFORMER,24,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,85.18,0.00,,,,,,
baumaschinenführer jobs,EXACT,EX | 26 | CH | SEARCH | LEAD | Baumaschinenführer,AG | RSA | Baumaschinenführer,23473551299,191930702636,324309311478,LOW_PERFORMER,Medium,"11 impressions, 0 clicks in evaluation period",11,0,0.00,0.00,,0.00,,,75.00,,cpa,true,5,MAXIMIZE_CONVERSIONS,85.18,0.00,,,,,,
baumaschinenführer jobs,EXACT,EX | 26 | CH | SEARCH | LEAD | Baumaschinenführer,AG | RSA | Baumaschinenführer,23473551299,191930702636,324309311478,TIER_DEGRADED,Medium,baumaschinenführer jobs shifted from INSUFFICIENT_DATA to LOW_PERFORMER,11,0,0.00,0.00,,0.00,,,75.00,,cpa,true,5,MAXIMIZE_CONVERSIONS,85.18,0.00,,,,,,
baumaschinenführer stellenangebote,BROAD,EX | 26 | CH | SEARCH | LEAD | Baumaschinenführer,AG | RSA | Baumaschinenführer,23473551299,191930702636,348293297704,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,85.18,0.00,,,,,,
stelle als baumaschinenführer,EXACT,EX | 26 | CH | SEARCH | LEAD | Baumaschinenführer,AG | RSA | Baumaschinenführer,23473551299,191930702636,358531216765,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,85.18,0.00,,,,,,
baumaschinenführer jobs in der nähe,BROAD,EX | 26 | CH | SEARCH | LEAD | Baumaschinenführer,AG | RSA | Baumaschinenführer,23473551299,191930702636,1663715971137,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,3,MAXIMIZE_CONVERSIONS,85.18,0.00,,,,,,
baumaschinenführer efz,EXACT,EX | 26 | CH | SEARCH | LEAD | Baumaschinenführer,AG | RSA | Baumaschinenführer,23473551299,191930702636,2264253328013,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,85.18,0.00,,,,,,
stellenangebot tischler,PHRASE,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,304226754625,LOW_PERFORMER,Medium,"1 impressions, 0 clicks in evaluation period",1,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,94.98,0.00,,,,,,
offene stellen tischler,PHRASE,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,320464070594,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,94.98,0.00,,,,,,
tischler jobs,PHRASE,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,320464075154,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,94.98,0.00,,,,,,
tischler jobs,PHRASE,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,320464075154,TIER_DEGRADED,Medium,tischler jobs shifted from INSUFFICIENT_DATA to ZOMBIE,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,94.98,0.00,,,,,,
montageschreiner,EXACT,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,419071964394,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,false,5,MAXIMIZE_CONVERSIONS,94.98,0.00,,,,,,
montageschreiner,EXACT,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,419071964394,TIER_DEGRADED,Medium,montageschreiner shifted from LOW_PERFORMER to ZOMBIE,0,0,0.00,0.00,,0.00,,,75.00,,cpa,false,5,MAXIMIZE_CONVERSIONS,94.98,0.00,,,,,,
schreiner monteur jobs,PHRASE,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,437460696862,LOW_PERFORMER,Medium,"2 impressions, 0 clicks in evaluation period",2,0,0.00,0.00,,0.00,,,75.00,,cpa,true,5,MAXIMIZE_CONVERSIONS,94.98,0.00,,,,,,
schreiner monteur jobs,PHRASE,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,437460696862,TIER_DEGRADED,Medium,schreiner monteur jobs shifted from INSUFFICIENT_DATA to LOW_PERFORMER,2,0,0.00,0.00,,0.00,,,75.00,,cpa,true,5,MAXIMIZE_CONVERSIONS,94.98,0.00,,,,,,
montage schreiner job,EXACT,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,1247004352302,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,94.98,0.00,,,,,,
montage schreiner job,EXACT,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,1247004352302,TIER_DEGRADED,Medium,montage schreiner job shifted from LOW_PERFORMER to ZOMBIE,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,94.98,0.00,,,,,,
schreiner jobs in der nähe,PHRASE,EX | 26 | CH | SEARCH | LEAD | Montage-Schreiner,AG | RSA | Montage-Schreiner,23468574954,192099072219,1462458495529,LOW_PERFORMER,Medium,"1 impressions, 0 clicks in evaluation period",1,0,0.00,0.00,,0.00,,,75.00,,cpa,true,5,MAXIMIZE_CONVERSIONS,94.98,0.00,,,,,,
trockenbauer schweiz,EXACT,EX | 26 | CH | SEARCH | LEAD | Trockenbauer,AG | RSA | Trockenbauer,23473633574,192620715275,356964460218,LOW_PERFORMER,Medium,"1 impressions, 0 clicks in evaluation period",1,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,79.48,0.00,,,,,,
trockenbauer schweiz,EXACT,EX | 26 | CH | SEARCH | LEAD | Trockenbauer,AG | RSA | Trockenbauer,23473633574,192620715275,356964460218,TIER_DEGRADED,Medium,trockenbauer schweiz shifted from INSUFFICIENT_DATA to LOW_PERFORMER,1,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,79.48,0.00,,,,,,
trockenbauer arbeit,PHRASE,EX | 26 | CH | SEARCH | LEAD | Trockenbauer,AG | RSA | Trockenbauer,23473633574,192620715275,370604877060,LOW_PERFORMER,Medium,"5 impressions, 0 clicks in evaluation period",5,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,79.48,0.00,,,,,,
trockenbauer arbeit,PHRASE,EX | 26 | CH | SEARCH | LEAD | Trockenbauer,AG | RSA | Trockenbauer,23473633574,192620715275,370604877060,TIER_DEGRADED,Medium,trockenbauer arbeit shifted from INSUFFICIENT_DATA to LOW_PERFORMER,5,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,79.48,0.00,,,,,,
trockenbau stelle,EXACT,EX | 26 | CH | SEARCH | LEAD | Trockenbauer,AG | RSA | Trockenbauer,23473633574,192620715275,420111006874,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,5,MAXIMIZE_CONVERSIONS,79.48,0.00,,,,,,
stellen trockenbau,PHRASE,EX | 26 | CH | SEARCH | LEAD | Trockenbauer,AG | RSA | Trockenbauer,23473633574,192620715275,667466656716,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,79.48,0.00,,,,,,
jobs im metallbau,BROAD,EX | 25 | CH | SEARCH | LEAD | Metallbauer,AG | RSA | Metallbauer,15347327648,193279372073,359447328941,LOW_PERFORMER,Medium,"18 impressions, 0 clicks in evaluation period",18,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,79.90,0.00,,,,,,
kran jobs,EXACT,EX | 26 | CH | SEARCH | LEAD | Kranführer,AG | RSA | Kranführer,23468568174,193352510633,331193987227,LOW_PERFORMER,Medium,"2 impressions, 0 clicks in evaluation period",2,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,121.14,0.00,,,,,,
